ID,Jurisdiction,Title,Link,Category,Introduction Date
MD-2026RS-SB0820,Maryland,"Alcohol, Tobacco, and Cannabis Commission - Unauthorized Consumable Products - Enforcement and Seizure","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0820?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0803,Maryland,"Alcoholic Beverages - Class 3 Wineries and Class 4 Limited Wineries - Alterations","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0803?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0807,Maryland,"Alcoholic Beverages - Class 8 Farm Brewery Licenses","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0807?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0999,Maryland,"Alcoholic Beverages - Class 9 Limited Distillery License - Alteration","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0999?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0682,Maryland,"Anne Arundel County - Community Sewerage Systems - Homeowners Association Control","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0682?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0851,Maryland,"Anne Arundel County - Property Tax Credit - Rural Legacy Program","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0851?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1003,Maryland,"Anne Arundel County Public Schools - Election Official Career and Technical Education Pilot Program","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1003?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0852,Maryland,"Anne Arundel County � Alcoholic Beverages � Barbershop and Beauty Salon License","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0852?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0844,Maryland,"Annual Corrective Bill","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0844?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SJ0004,Maryland,"Anti-Nuclear Proliferation Resolution","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SJ0004?ys=2026RS#",Joint Resolution,2026-02-06
MD-2026RS-HJ0008,Maryland,"Apology and Acknowledgement of the State's Responsibility in Racial Terror Lynchings","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HJ0008?ys=2026RS#",Joint Resolution,2026-02-06
MD-2026RS-SJ0003,Maryland,"Apology and Acknowledgement of the State's Responsibility in Racial Terror Lynchings","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SJ0003?ys=2026RS#",Joint Resolution,2026-02-06
MD-2026RS-SB0942,Maryland,"Assisted Outpatient Treatment - Surrender or Seizure of Firearms","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0942?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0927,Maryland,"Baltimore City - Alcoholic Beverages - Related Event Promoter's Permit","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0927?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0879,Maryland,"Baltimore City - Natural Resources - Archery Hunting Safety Zones","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0879?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0877,Maryland,"Baltimore City - Stop Sign Monitoring Systems Pilot Program - 41st Legislative District","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0877?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0998,Maryland,"Baltimore City � Alcoholic Beverages � 46th Alcoholic Beverages District","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0998?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0756,Maryland,"Baltimore City � Economic Development Project in Downtown RISE District � Payment in Lieu of Taxes","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0756?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0855,Maryland,"Baltimore County - Alcoholic Beverages - Manufacturer's Limited Beer, Wine, and Liquor Permit","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0855?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0939,Maryland,"Bankruptcy Proceedings - Exemptions From Execution - Residential Real Property","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0939?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0702,Maryland,"Behavioral Health Administration - Behavioral Health Program Relocation - Regulations","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0702?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0779,Maryland,"Better Small Business Employee Benefit Act of 2026","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0779?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0893,Maryland,"Business Regulation - Rounding Cash Transactions - Authorization","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0893?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0994,Maryland,"Business Regulation - Travel Services - Special Fund, Fees, and Surety Requirement (Don't You Worry (Wurie) Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0994?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0732,Maryland,"Cannabis - Community Reinvestment and Repair Fund - Distribution and Use of Funds for Baltimore City","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0732?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0703,Maryland,"Caroline County - Regulation of Animals - Dogs","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0703?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0705,Maryland,"Caroline County Board of Education - Member Compensation - Increase","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0705?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0836,Maryland,"Carroll County - District Planning Commission - Authorized","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0836?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0897,Maryland,"Cecil County - Alcoholic Beverages - Alteration of License Quota","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0897?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0835,Maryland,"Cecil County - Orphans' Court Judges - Compensation","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0835?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0780,Maryland,"Certificate of Public Convenience and Necessity - BURDEN Analysis (CHERISH Our Communities Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0780?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0953,Maryland,"Charles County - Rent Stabilization - Seniors","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0953?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1005,Maryland,"Child Abuse and Neglect - Reporting (Survivor Reporting Reform Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1005?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0664,Maryland,"Child Care Scholarship Program - Priority for Child Care Providers","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0664?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0668,Maryland,"Children's Cabinet Fund - Renaming and Funding for Grants to Local Management Boards","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0668?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0693,Maryland,"Civil Actions - Child Sexual Abuse - Repeal of Limitations on Attorney's Fees","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0693?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0871,Maryland,"Civil Actions - Punitive Damage Awards - Surcharge","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0871?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0739,Maryland,"Climate Change, Homeowner's Insurance, and Emergency Management - Study","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0739?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0778,Maryland,"Clinical Research Pharmacies and Clinical Trials - Permits and Ownership","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0778?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0922,Maryland,"Collective Bargaining - Local Government Employees and Public Employee Relations Act","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0922?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1007,Maryland,"Commercial Financing - Small Business Truth in Lending Act","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1007?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0881,Maryland,"Financial Institutions and Activities - Licensing Requirements and Regulation of Commercial Financing","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0881?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0796,Maryland,"Commercial Law - Consumer Protections - Health Care Financing","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0796?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0776,Maryland,"Commission on the House of Reformation and Instruction for Colored Children - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0776?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0752,Maryland,"Commission to Review and Assess Racial Disparities in the State Criminal Justice System - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0752?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0758,Maryland,"Common Ownership Communities - Candidate or Proposition Signs - Display Period","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0758?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0938,Maryland,"Community Development - Affordable Multifamily Rental Housing Stabilization Program - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0938?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0747,Maryland,"Condominiums - Unit Owner Responsibility for Damage or Destruction and Mandatory Insurance Coverage","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0747?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0849,Maryland,"Consumer Protection - Agricultural Equipment Warranties","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0849?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0757,Maryland,"Economic Development - Local Sourcing Database","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0757?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0695,Maryland,"Consumer Protection - Driver's License and ID Card Swiping - Regulation","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0695?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0932,Maryland,"Consumer Protection - Social Media Platforms - Display of User Location","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0932?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0985,Maryland,"Consumer Protection - Video Streaming Services - Loudness of Commercial Advertisements","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0985?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0889,Maryland,"Consumer Protection and Labor and Employment - Electronic Shelving Labels and Surveillance-Based Price and Wage Setting - Prohibitions","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0889?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0886,Maryland,"Consumer Protection and Labor and Employment - Food Service Facilities and Minimum Wage","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0886?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0827,Maryland,"Consumer Protection and Product Liability - Chatbots","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0827?ys=2026RS#",Bill,2026-02-06
DC-B26-0594,District of Columbia,"Contracting and Procurement Reform Amendment Act of 2026","https://lims.dccouncil.gov/Legislation/B26-0594",Bill,2026-02-06
MD-2026RS-SB0950,Maryland,"Conversion Therapy - Prohibitions and Causes of Action","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0950?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0968,Maryland,"Corporations and Associations - Maryland Securities Act - Filing Fees","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0968?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0996,Maryland,"Corporations and Associations - Revisions","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0996?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0748,Maryland,"Correctional Officers' Retirement System - Allegany County","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0748?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0710,Maryland,"Correctional Officers' Retirement System - Reemployment After Retirement - Exemption from Earnings Offset","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0710?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1018,Maryland,"Correctional Services - Correctional Facilities and Immigration Detention Facilities - Minimum Mandatory Standards","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1018?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0822,Maryland,"Correctional Services - Maryland Parole Commission and Erroneously Convicted Individuals - Improvements in Transparency and Equity","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0822?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0823,Maryland,"Correctional Services - Maryland Parole Commission - Members","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0823?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1017,Maryland,"Correctional Services - Private Detention Facilities - Zoning Requirement","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1017?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0944,Maryland,"Correctional Services - Reentry Readiness Program","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0944?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0908,Maryland,"Correctional Services - Restrictive Housing","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0908?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0791,Maryland,"Correctional Services and Criminal Procedure - Immigration Enforcement - Prohibitions (Community Trust Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0791?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0815,Maryland,"Correctional Services � Maryland Correctional Enterprises � Report","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0815?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0928,Maryland,"County Boards of Education - Student Electronic Communication Device Use Policy - Establishment (Maryland Phone-Free Schools Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0928?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0716,Maryland,"Courts and Judicial Proceedings - Charging Documents - Law Enforcement Officers","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0716?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0783,Maryland,"Credit Unions - Mergers and Consolidations - Alteration of Voting Requirement","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0783?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0906,Maryland,"Criminal Law - Distribution of Heroin or Fentanyl Causing Death or Serious Bodily Injury (Victoria, Scottie, Ashleigh, and Yader's Law)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0906?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0744,Maryland,"Criminal Law - Interference of Custody Orders - Penalties","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0744?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0736,Maryland,"Criminal Law - Obscene Matter - Visual Representation of Child","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0736?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0676,Maryland,"Criminal Law - Threat of Mass Violence - Penalty","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0676?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0678,Maryland,"Criminal Procedure - Forensic Genetic Genealogical DNA Analysis and Search - Affidavit for Judicial Authorization","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0678?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0679,Maryland,"Criminal Procedure - Motion to Reduce Duration of Sentence - Eligibility (Vincent Anthony Fisher III Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0679?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0713,Maryland,"Criminal Procedure - Verdict of Not Criminally Responsible - Eligibility for Evaluation for Discharge","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0713?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0717,Maryland,"Criminal Procedure - Victims of Sexual Assault Offenses - Test Kit Submission Requirements","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0717?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0860,Maryland,"Department of Aging � Aging Resilience Fund � Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0860?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0858,Maryland,"Department of Budget and Management - Audit and Finance Compliance Unit - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0858?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0941,Maryland,"Safe and Healthy Homes for All Act","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0941?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0658,Maryland,"Department of Human Services - Benefits for Children in Custody - Alterations","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0658?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0924,Maryland,"Department of Social and Economic Mobility - Maryland Chamber of Commerce Grant Program - Established (Business Networks Access Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0924?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1015,Maryland,"Developmental Disabilities Services - Expedited Eligibility Determinations for Recently Relocated Individuals (Ralph's Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1015?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0721,Maryland,"Developmental Disabilities Services - Expedited Eligibility Determinations for Recently Relocated Individuals (Ralph's Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0721?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0952,Maryland,"Economic Development - Charles County Waldorf Urban Redevelopment Corridor Authority - Established","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0952?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0960,Maryland,"Economic Development - Federal Employee-to-Entrepreneur Program - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0960?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0867,Maryland,"Economic Development - Maryland Aerospace and Technology Commission - Alterations","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0867?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0883,Maryland,"Economic Development - Maryland Stadium Authority - Carroll Park Soccer Stadium and Facility","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0883?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0869,Maryland,"Economic Development - Maryland Workforce Launch Pilot Program - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0869?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0770,Maryland,"Economic Development - Maryland's Future Board - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0770?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0920,Maryland,"Economic Development - Small, Minority, and Women-Owned Business Accounts - Management Fees (Small Business Increased Access to Capital Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0920?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0853,Maryland,"Economic Development Activity - Nondisclosure Agreements","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0853?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0720,Maryland,"Education - Artificial Intelligence - Guidelines, Professional Development, and Collaborative (Artificial Intelligence Ready Schools Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0720?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0903,Maryland,"Education - Engagement Policies and School Compact (Maryland Public Education Parental Partnership Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0903?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0934,Maryland,"Education - Public School Construction - Funding","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0934?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0904,Maryland,"Education - Public Schools - Professional Development","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0904?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0709,Maryland,"Education - Purple Star Schools Program and Purple Star Colleges Program","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0709?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0764,Maryland,"Education - Minimum Wage for Education Support Professionals - Report on Estimated Cost","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0764?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0888,Maryland,"Election Districts - General Assembly and Representatives in Congress","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0888?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0697,Maryland,"Election Law - Actions to Influence an Election - Social Media Platform Algorithms and Bots Purchased by Foreign Nationals","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0697?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0949,Maryland,"Election Law - Absentee Ballots - State and Federal Requirements","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0949?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1010,Maryland,"Election Law - Certification of Election-Supporting Technology - Regulations, Review, and Evaluation","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1010?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0948,Maryland,"Election Law - Internet-Delivered Absentee Ballots - Information and Receipt Limitation","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0948?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1001,Maryland,"Election Law - Authority at Polling Places, Early Voting Centers, and Counting Centers - Revisions","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1001?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0670,Maryland,"Election Law - Authority at Polling Places, Early Voting Centers, and Counting Centers - Revisions","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0670?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0901,Maryland,"Election Law - Telephone Voting System - Requirements","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0901?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0850,Maryland,"Electric and Gas Companies - Energy Efficiency, Conservation, and Demand Response Programs - Alterations (Utility Affordability and Ratepayer Protection Act of 2026)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0850?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0967,Maryland,"Electric Companies � Environmental Surcharges or Fees � Prohibition on Collection","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0967?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0969,Maryland,"Electric Vehicle Fuel Sold at Retail - Equipment Requirements, Units of Measure, and Fees","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0969?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0649,Maryland,"Electric Vehicle Fuel Sold at Retail - Equipment Requirements, Units of Measure, and Fees","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0649?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0974,Maryland,"Electricity and Gas - Retail Supply (Freedom From Monopolies Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0974?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0954,Maryland,"Electricity Generation and Storage - Investor-Owned Electric Companies and Front-of-the-Meter Storage (Affordable Energy Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0954?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0992,Maryland,"Electronic Device Producer Responsibility Program - Established","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0992?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0655,Maryland,"Electronic Device Producer Responsibility Program - Established","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0655?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0834,Maryland,"Energy Efficiency and Conservation Programs, Services, and Plans - Moratorium","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0834?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0988,Maryland,"Environment - Building Energy Performance Standards - Repeal","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0988?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0687,Maryland,"Environment - Flood Risk Review Process - Establishment","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0687?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0940,Maryland,"Environment - Water Quality Testing - Secondary Maximum Contaminant Levels Action Plan","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0940?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0873,Maryland,"Environment - Reduction of Lead Risk in Housing - Modified Risk Reduction Standard","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0873?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0861,Maryland,"Environment - Stormwater Management for Agritourism","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0861?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0688,Maryland,"Environment - Stream and Floodplain Restoration Projects - Requirements and Limitations","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0688?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0911,Maryland,"Environment - Weather Engineering - Prohibition","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0911?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0781,Maryland,"Environmental Permits - Requirements for Burden Analysis, Issuance and Renewal, and Public Participation (Cumulative Harms for Environmental Restoration for Improving Shared Health - CHERISH Our Communities Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0781?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0761,Maryland,"Expansion of Commercial Gaming - Internet Gaming Referendum","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0761?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0650,Maryland,"Family Law - Child Abuse and Neglect Investigations ('Know Before They Knock' Family Right to Notice Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0650?ys=2026RS#",Bill,2026-02-06
MD-2026RS-SB0711,Maryland,"Family Law - Child Neglect Definition - Alteration","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0711?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB0980,Maryland,"Family Law and Human Services - Guardianship Assistance Program and State Foster Youth Ombudsman - Establishment (Kanaiyah's Law)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB0980?ys=2026RS#",Bill,2026-02-06
MD-2026RS-HB1008,Maryland,"Fiduciary Institutions - Exploitation of Seniors and Vulnerable Adults - Protections and Required Referral (Vulnerable Adult Banking Protection Act)","https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1008?ys=2026RS#",Bill,2026-02-06
